day,average,coverage,unit,parameter
2024-10-10,26.9,91.5,µg/m³,pm25
2024-10-11,18.799999999999997,100.0,µg/m³,pm25
2024-10-12,18.85,100.0,µg/m³,pm25
2024-10-13,13.59,100.0,µg/m³,pm25
2024-10-14,11.02,98.0,µg/m³,pm25
2024-10-15,16.15,94.0,µg/m³,pm25
2024-10-16,15.879999999999999,100.0,µg/m³,pm25
2024-10-17,9.02,98.0,µg/m³,pm25
2024-10-18,9.875,100.0,µg/m³,pm25
2024-10-19,12.1,98.0,µg/m³,pm25
2024-10-20,12.75,100.0,µg/m³,pm25
2024-10-21,12.35,100.0,µg/m³,pm25
2024-10-22,12.7,100.0,µg/m³,pm25
2024-10-23,14.850000000000001,100.0,µg/m³,pm25
2024-10-24,18.0,100.0,µg/m³,pm25
2024-10-25,21.75,100.0,µg/m³,pm25
2024-10-26,17.75,75.0,µg/m³,pm25
2024-10-27,21.4,100.0,µg/m³,pm25
2024-10-28,8.96,89.5,µg/m³,pm25
2024-10-29,8.15,100.0,µg/m³,pm25
2024-10-30,9.49,100.0,µg/m³,pm25
2024-10-31,10.885,100.0,µg/m³,pm25
2024-11-01,12.4,100.0,µg/m³,pm25
2024-11-02,10.95,100.0,µg/m³,pm25
2024-11-03,6.465,100.0,µg/m³,pm25
2024-11-04,9.335,100.0,µg/m³,pm25
2024-11-05,10.9,100.0,µg/m³,pm25
2024-11-06,10.05,100.0,µg/m³,pm25
2024-11-07,10.54,89.5,µg/m³,pm25
2024-11-08,11.75,98.0,µg/m³,pm25
2024-11-09,21.049999999999997,100.0,µg/m³,pm25
2024-11-10,31.7,100.0,µg/m³,pm25
2024-11-11,22.4,100.0,µg/m³,pm25
2024-11-12,10.2,100.0,µg/m³,pm25
2024-11-13,8.08,100.0,µg/m³,pm25
2024-11-14,12.7,100.0,µg/m³,pm25
2024-11-15,6.835000000000001,100.0,µg/m³,pm25
2024-11-16,10.895,96.0,µg/m³,pm25
2024-11-17,13.175,100.0,µg/m³,pm25
2024-11-18,12.899999999999999,100.0,µg/m³,pm25
2024-11-19,16.75,100.0,µg/m³,pm25
2024-11-20,14.95,96.0,µg/m³,pm25
2024-11-21,15.35,100.0,µg/m³,pm25
2024-11-22,18.15,100.0,µg/m³,pm25
2024-11-23,15.700000000000001,100.0,µg/m³,pm25
2024-11-24,6.734999999999999,100.0,µg/m³,pm25
2024-11-25,17.15,100.0,µg/m³,pm25
2024-11-26,10.985,100.0,µg/m³,pm25
2024-11-27,8.855,100.0,µg/m³,pm25
2024-11-28,12.045,100.0,µg/m³,pm25
2024-11-29,10.105,100.0,µg/m³,pm25
2024-11-30,9.39,100.0,µg/m³,pm25
2024-12-01,17.55,100.0,µg/m³,pm25
2024-12-02,19.75,100.0,µg/m³,pm25
2024-12-03,21.55,100.0,µg/m³,pm25
2024-12-04,30.85,100.0,µg/m³,pm25
2024-12-05,40.95,100.0,µg/m³,pm25
2024-12-06,31.1,100.0,µg/m³,pm25
2024-12-07,21.450000000000003,100.0,µg/m³,pm25
2024-12-08,22.5,100.0,µg/m³,pm25
2024-12-09,27.85,100.0,µg/m³,pm25
2024-12-10,20.9,100.0,µg/m³,pm25
2024-12-11,10.23,91.5,µg/m³,pm25
2024-12-12,12.4,100.0,µg/m³,pm25
2024-12-13,16.1,100.0,µg/m³,pm25
2024-12-14,16.7,98.0,µg/m³,pm25
2024-12-15,18.45,100.0,µg/m³,pm25
2024-12-16,15.75,100.0,µg/m³,pm25
2024-12-17,18.799999999999997,100.0,µg/m³,pm25
2024-12-18,15.3,96.0,µg/m³,pm25
2024-12-19,14.600000000000001,100.0,µg/m³,pm25
2024-12-20,25.6,100.0,µg/m³,pm25
2024-12-21,21.05,100.0,µg/m³,pm25
2024-12-22,29.15,100.0,µg/m³,pm25
2024-12-23,35.1,100.0,µg/m³,pm25
2024-12-24,33.35,100.0,µg/m³,pm25
2024-12-25,18.2,100.0,µg/m³,pm25
2024-12-26,17.6,100.0,µg/m³,pm25
2024-12-27,10.405000000000001,100.0,µg/m³,pm25
2024-12-28,20.6,100.0,µg/m³,pm25
2024-12-29,24.35,100.0,µg/m³,pm25
2024-12-30,24.9,100.0,µg/m³,pm25
